,price,minimum_nights
21550,131,2
21551,500,90
21552,180,2
21553,355,5
21554,50,1
21555,275,4
21556,49,1
21557,58,2
21558,179,2
21559,95,1
21560,158,1
21561,165,2
21562,169,2
21563,135,2
21564,50,27
21565,85,3
21566,53,2
21567,185,7
21568,260,2
21569,160,2
21570,100,4
21571,240,2
21572,300,5
21573,250,1
21574,60,7
21575,149,2
21576,69,1
21577,75,5
21578,150,6
21579,150,90
21580,60,1
21581,80,3
21582,110,1
21583,160,2
21584,65,2
21585,72,21
21586,250,1
21587,175,2
21588,80,15
21589,150,3
21590,144,2
21591,45,1
21592,95,2
21593,100,2
21594,56,4
21595,150,7
21596,95,30
21597,95,30
21598,70,3
21599,100,1
21600,60,14
21601,170,4
21602,55,30
21603,50,30
21604,250,4
21605,200,3
21606,175,2
21607,45,4
21608,175,2
21609,90,1
21610,78,1
21611,100,1
21612,175,2
21613,99,10
21614,70,4
21615,250,3
21616,91,6
21617,200,1
21618,40,1
21619,75,30
21620,50,1
21621,110,3
21622,69,5
21623,103,5
21624,100,2
21625,73,5
21626,180,2
21627,79,1
21628,195,4
21629,99,1
21630,100,5
21631,125,6
21632,149,5
21633,58,2
21634,75,28
21635,140,5
21636,69,4
21637,250,5
21638,160,3
21639,70,4
21640,289,2
21641,29,2
21642,75,1
21643,35,1
21644,82,1
21645,35,1
21646,70,2
21647,75,2
21648,120,3
21649,200,3
21650,65,5
21651,178,3
21652,45,2
21653,150,1
21654,99,3
21655,325,2
21656,209,4
21657,249,4
21658,600,2
21659,40,3
21660,135,30
21661,65,4
21662,35,20
21663,99,4
21664,47,15
21665,35,30
21666,250,3
21667,90,5
21668,53,14
21669,120,2
21670,54,2
21671,125,3
21672,126,1
21673,50,15
21674,110,7
21675,45,3
21676,49,4
21677,98,2
21678,289,3
21679,110,4
21680,45,3
21681,169,2
21682,275,1
21683,50,2
21684,36,5
21685,110,2
21686,105,3
21687,75,4
21688,100,7
21689,75,4
21690,30,1
21691,150,1
21692,155,20
21693,68,30
21694,109,1
21695,20,14
21696,88,2
21697,500,1
21698,80,30
21699,100,1
21700,10,1
21701,55,1
21702,40,15
21703,80,1
21704,75,1
21705,184,30
21706,56,2
21707,160,7
21708,65,300
21709,77,3
21710,65,5
21711,35,15
21712,98,6
21713,400,6
21714,64,2
21715,70,4
21716,250,1
21717,55,10
21718,249,3
21719,175,4
21720,69,2
21721,198,3
21722,69,2
21723,60,2
21724,103,2
21725,135,2
21726,31,5
21727,245,3
21728,175,3
21729,200,30
21730,72,1
21731,123,7
21732,90,3
21733,20,1
21734,50,1
21735,45,28
21736,41,1
21737,75,1
21738,105,3
21739,55,2
21740,100,1
21741,65,1
21742,149,2
21743,50,1
21744,78,3
21745,75,1
21746,70,28
21747,50,12
21748,250,4
21749,75,1
21750,133,2
21751,150,2
21752,140,3
21753,200,30
21754,99,120
21755,50,1
21756,122,7
21757,85,3
21758,45,4
21759,130,4
21760,31,1
21761,125,2
21762,100,4
21763,60,2
21764,80,2
21765,150,3
21766,160,2
21767,59,2
21768,30,3
21769,85,2
21770,110,2
21771,180,9
21772,199,30
21773,35,1
21774,70,28
21775,195,30
21776,169,30
21777,195,30
21778,195,30
21779,195,30
21780,243,30
21781,195,30
21782,115,30
21783,150,30
21784,150,30
21785,155,30
21786,68,2
21787,135,30
21788,300,1
21789,197,30
21790,75,1
21791,350,3
21792,150,3
21793,155,1
21794,81,5
21795,100,1
21796,185,30
21797,65,3
21798,385,2
21799,125,1
21800,130,3
21801,153,3
21802,150,2
21803,95,4
21804,150,2
21805,350,2
21806,120,2
21807,120,14
21808,100,3
21809,45,22
21810,74,16
21811,110,1
21812,110,3
21813,75,1
21814,94,2
21815,55,5
21816,100,7
21817,99,2
21818,69,6
21819,139,1
21820,42,14
21821,4000,1
21822,55,7
21823,119,2
21824,105,5
21825,55,2
21826,125,1
21827,46,6
21828,36,2
21829,45,1
21830,150,3
21831,275,2
21832,100,29
21833,100,5
21834,35,1
21835,35,1
21836,130,2
21837,150,5
21838,73,1
21839,160,2
21840,54,1
21841,75,1
21842,380,3
21843,115,2
21844,100,3
21845,80,1
21846,109,3
21847,180,1
21848,600,6
21849,160,3
21850,130,30
21851,90,7
21852,63,7
21853,126,1
21854,195,2
21855,45,1
21856,47,1
21857,55,10
21858,200,7
21859,60,7
21860,51,1
21861,160,30
21862,55,1
21863,110,12
21864,200,30
21865,109,3
21866,149,3
21867,220,4
21868,130,2
21869,75,2
21870,250,2
21871,65,3
21872,300,30
21873,90,3
21874,69,23
21875,79,3
21876,190,1
21877,80,3
21878,175,1
21879,65,1
21880,148,14
21881,63,3
21882,99,3
21883,90,5
21884,250,2
21885,90,2
21886,120,1
21887,39,2
21888,117,30
21889,160,1
21890,500,2
21891,100,13
21892,117,180
21893,175,2
21894,25,1
21895,152,2
21896,45,7
21897,59,5
21898,70,3
21899,57,5
21900,200,2
21901,71,5
21902,45,1
21903,61,5
21904,55,1
21905,74,1
21906,100,1
21907,178,1
21908,80,1
21909,75,30
21910,158,3
21911,88,4
21912,95,1
21913,225,3
21914,240,2
21915,110,3
21916,225,3
21917,165,20
21918,140,3
21919,100,1
21920,39,2
21921,110,3
21922,105,31
21923,49,30
21924,45,2
21925,450,1
21926,99,2
21927,169,3
21928,130,1
21929,255,3
21930,80,9
21931,70,1
21932,60,2
21933,219,4
21934,60,1
21935,60,1
21936,82,4
21937,122,6
21938,125,3
21939,44,3
21940,125,2
21941,55,1
21942,47,4
21943,80,1
21944,65,7
21945,75,5
21946,100,1
21947,90,22
21948,45,2
21949,125,1
21950,69,28
21951,199,2
21952,55,1
21953,50,1
21954,125,1
21955,2250,2
21956,125,31
21957,75,1
21958,32,5
21959,88,7
21960,215,3
21961,134,1
21962,125,2
21963,60,1
21964,60,4
21965,56,7
21966,85,1
21967,100,2
21968,55,2
21969,150,4
21970,60,183
21971,108,28
21972,122,4
21973,45,2
21974,150,7
21975,160,2
21976,140,7
21977,210,3
21978,180,3
21979,80,1
21980,79,2
21981,180,3
21982,190,7
21983,60,2
21984,139,1
21985,163,5
21986,65,2
21987,365,6
21988,200,5
21989,84,4
21990,58,1
21991,42,2
21992,90,3
21993,98,4
21994,75,4
21995,86,2
21996,251,1
21997,85,3
21998,285,4
21999,325,2
22000,220,2
22001,250,1
22002,58,1
22003,58,1
22004,50,3
22005,145,3
22006,199,2
22007,126,1
22008,230,4
22009,129,1
22010,119,1
22011,50,1
22012,100,7
22013,199,90
22014,65,1
22015,50,4
22016,65,1
22017,200,5
22018,150,2
22019,50,1
22020,90,2
22021,180,14
22022,50,4
22023,250,2
22024,122,1
22025,225,2
22026,51,2
22027,90,1
22028,79,1
22029,275,2
22030,45,1
22031,100,3
22032,199,2
22033,75,1
22034,145,7
22035,161,2
22036,45,2
22037,43,20
22038,50,2
22039,95,7
22040,60,2
22041,80,4
22042,180,3
22043,150,8
22044,49,2
22045,49,2
22046,249,3
22047,70,3
22048,60,4
22049,49,3
22050,22,1
22051,50,1
22052,105,5
22053,89,3
22054,115,4
22055,65,2
22056,65,1
22057,35,1
22058,99,3
22059,83,1
22060,45,1
22061,99,3
22062,55,1
22063,100,3
22064,158,30
22065,89,2
22066,37,2
22067,60,1
22068,38,1
22069,800,1
22070,325,6
22071,89,1
22072,68,1
22073,700,6
22074,210,2
22075,150,30
22076,139,1
22077,103,2
22078,45,25
22079,90,2
22080,227,5
22081,100,2
22082,75,4
22083,97,3
22084,50,7
22085,60,7
22086,50,7
22087,229,1
22088,150,2
22089,50,1
22090,95,4
22091,62,3
22092,115,1
22093,55,1
22094,90,6
22095,30,1
22096,100,2
22097,71,1
22098,70,1
22099,115,1
22100,65,1
22101,120,1
22102,100,5
22103,59,1
22104,65,1
22105,89,5
22106,250,2
22107,80,1
22108,127,3
22109,150,5
22110,170,2
22111,120,6
22112,44,3
22113,71,7
22114,150,2
22115,75,2
22116,53,2
22117,100,1
22118,175,7
22119,170,3
22120,25,1
22121,51,1
22122,95,1
22123,94,2
22124,69,1
22125,105,2
22126,79,2
22127,64,31
22128,40,15
22129,62,3
22130,110,7
22131,185,4
22132,177,2
22133,110,2
22134,235,3
22135,80,3
22136,53,5
22137,95,9
22138,115,30
22139,65,2
22140,130,4
22141,79,4
22142,107,2
22143,116,1
22144,47,3
22145,100,2
22146,75,3
22147,160,5
22148,275,4
22149,22,3
22150,60,1
22151,70,4
22152,100,3
22153,55,5
22154,64,2
22155,47,3
22156,250,2
22157,190,15
22158,99,3
22159,88,7
22160,100,1
22161,250,3
22162,250,2
22163,150,3
22164,484,2
22165,50,1
22166,141,8
22167,199,2
22168,140,2
22169,79,2
22170,142,2
22171,80,1
22172,337,27
22173,47,2
22174,65,20
22175,149,3
22176,300,5
22177,159,2
22178,60,3
22179,50,3
22180,220,2
22181,380,4
22182,99,1
22183,120,3
22184,110,14
22185,50,7
22186,30,90
22187,60,5
22188,110,2
22189,75,1
22190,100,20
22191,65,1
22192,125,2
22193,40,5
22194,105,2
22195,115,4
22196,75,2
22197,429,2
22198,60,2
22199,30,3
22200,84,7
22201,75,2
22202,50,4
22203,39,1
22204,160,5
22205,175,3
22206,47,3
22207,89,1
22208,29,1
22209,95,3
22210,40,5
22211,145,5
22212,90,6
22213,250,7
22214,38,3
22215,65,1
22216,150,1
22217,139,3
22218,127,2
22219,290,10
22220,100,2
22221,100,1
22222,150,7
22223,65,2
22224,200,4
22225,100,4
22226,148,1
22227,160,4
22228,147,4
22229,95,2
22230,130,5
22231,157,2
22232,95,1
22233,120,2
22234,110,30
22235,130,5
22236,99,1
22237,90,6
22238,138,30
22239,125,1
22240,395,1
22241,100,4
22242,150,8
22243,150,1
22244,85,2
22245,115,2
22246,50,2
22247,45,1
22248,160,3
22249,40,2
22250,70,3
22251,80,3
22252,55,31
22253,110,7
22254,225,1
22255,69,2
22256,35,15
22257,300,2
22258,350,3
22259,45,2
22260,150,2
22261,10,5
22262,108,1
22263,89,2
22264,70,7
22265,210,30
22266,150,7
22267,55,7
22268,200,1
22269,120,3
22270,165,2
22271,155,3
22272,95,14
22273,139,3
22274,65,1
22275,57,1
22276,42,5
22277,42,5
22278,90,3
22279,69,3
22280,376,30
22281,75,1
22282,99,3
22283,85,1
22284,69,2
22285,100,2
22286,45,1
22287,10,5
22288,60,7
22289,48,2
22290,145,2
22291,57,1
22292,85,1
22293,100,2
22294,45,1
22295,100,2
22296,250,2
22297,40,4
22298,317,31
22299,70,1
22300,70,2
22301,61,30
22302,300,3
22303,92,10
22304,200,4
22305,150,3
22306,120,2
22307,45,1
22308,170,30
22309,150,1
22310,29,4
22311,250,2
22312,195,4
22313,15,1
22314,230,2
22315,130,2
22316,78,2
22317,53,1
22318,100,1
22319,150,28
22320,89,2
22321,105,12
22322,80,7
22323,57,1
22324,75,22
22325,151,1
22326,197,4
22327,100,2
22328,88,2
22329,60,4
22330,375,3
22331,45,1
22332,95,1
22333,82,2
22334,50,3
22335,40,2
22336,45,28
22337,60,2
22338,105,1
22339,159,1
22340,208,3
22341,105,2
22342,69,3
22343,250,2
22344,100,2
22345,80,5
22346,72,1
22347,120,3
22348,41,5
22349,250,14
22350,50,6
22351,134,3
22352,150,5
22353,5000,1
22354,300,2
22355,150,4
22356,60,5
22357,45,2
22358,67,1
22359,142,1
22360,67,2
22361,69,3
22362,95,2
22363,195,1
22364,72,4
22365,289,4
22366,80,21
22367,69,3
22368,95,3
22369,110,3
22370,175,2
22371,35,1
22372,175,5
22373,2800,1
22374,100,4
22375,88,3
22376,499,30
22377,80,1
22378,49,5
22379,510,7
22380,45,1
22381,100,2
22382,50,1
22383,199,3
22384,81,3
22385,90,2
22386,80,2
22387,175,5
22388,50,6
22389,60,30
22390,70,3
22391,175,2
22392,30,30
22393,350,1
22394,57,1
22395,120,20
22396,129,2
22397,60,3
22398,76,1
22399,150,62
22400,40,1
22401,250,2
22402,55,1
22403,124,31
22404,130,7
22405,700,4
22406,219,30
22407,2250,2
22408,125,1
22409,200,5
22410,179,30
22411,200,2
22412,160,1
22413,270,30
22414,51,2
22415,65,2
22416,100,3
22417,49,5
22418,195,4
22419,115,30
22420,65,4
22421,65,2
22422,60,2
22423,175,2
22424,80,2
22425,72,4
22426,100,5
22427,100,3
22428,47,2
22429,125,1
22430,56,5
22431,105,30
22432,80,6
22433,40,2
22434,180,5
22435,79,5
22436,150,2
22437,250,1
22438,169,5
22439,199,1
22440,125,6
22441,120,2
22442,199,3
22443,160,5
22444,100,5
22445,550,2
22446,40,3
22447,95,2
22448,150,1
22449,189,5
22450,71,1
22451,40,3
22452,55,4
22453,150,3
22454,229,30
22455,120,30
22456,100,3
22457,160,2
22458,50,5
22459,60,1
22460,229,30
22461,99,1
22462,136,29
22463,120,2
22464,300,1
22465,119,30
22466,99,4
22467,60,3
22468,31,1
22469,48,1
22470,69,1
22471,60,1
22472,1000,2
22473,350,6
22474,100,1
22475,150,3
22476,140,1
22477,200,3
22478,235,1
22479,200,30
22480,40,2
22481,90,6
22482,379,1
22483,300,2
22484,250,2
22485,49,2
22486,60,2
22487,224,1
22488,115,3
22489,49,1
22490,115,30
22491,95,4
22492,98,2
22493,110,3
22494,50,2
22495,75,1
22496,50,5
22497,27,2
22498,130,4
22499,85,3
22500,115,7
22501,53,1
22502,80,1
22503,35,1
22504,165,7
22505,60,5
22506,379,4
22507,285,30
22508,60,2
22509,329,4
22510,225,30
22511,75,3
22512,100,1
22513,200,2
22514,115,1
22515,85,3
22516,40,1
22517,235,1
22518,64,1
22519,134,4
22520,86,14
22521,330,3
22522,170,3
22523,90,1
22524,65,2
22525,60,2
22526,75,1
22527,265,3
22528,148,1
22529,95,1
22530,94,3
22531,109,2
22532,490,14
22533,200,3
22534,69,15
22535,99,3
22536,75,4
22537,146,4
22538,77,2
22539,35,30
22540,140,2
22541,100,1
22542,45,1
22543,185,6
22544,60,5
22545,50,2
22546,50,2
22547,47,35
22548,186,1
22549,100,3
22550,400,3
22551,75,1
22552,145,3
22553,65,1
22554,110,3
22555,85,7
22556,51,1
22557,140,5
22558,85,1
22559,165,2
22560,30,5
22561,116,3
22562,70,13
22563,46,30
22564,70,20
22565,250,4
22566,70,28
22567,140,4
22568,150,1
22569,168,7
22570,85,5
22571,50,30
22572,99,1
22573,65,2
22574,145,3
22575,50,1
22576,39,30
22577,200,4
22578,69,2
22579,300,30
22580,69,2
22581,40,31
22582,160,5
22583,99,3
22584,29,2
22585,55,5
22586,850,30
22587,75,3
22588,60,1
22589,249,60
22590,69,2
22591,100,1
22592,75,1
22593,179,2
22594,80,3
22595,196,2
22596,43,5
22597,145,4
22598,50,5
22599,99,1
22600,80,2
22601,118,2
22602,55,1
22603,200,7
22604,150,1
22605,125,1
22606,145,1
22607,99,1
22608,80,2
22609,195,6
22610,42,14
22611,53,30
22612,125,4
22613,99,1
22614,210,28
22615,177,3
22616,145,1
22617,44,5
22618,85,3
22619,150,4
22620,70,3
22621,150,2
22622,125,2
22623,200,3
22624,55,1
22625,69,10
22626,215,1
22627,235,3
22628,42,2
22629,180,2
22630,125,1
22631,160,4
22632,100,2
22633,39,30
22634,71,2
22635,1475,1
22636,100,5
22637,180,4
22638,79,14
22639,60,4
22640,160,1
22641,110,3
22642,193,6
22643,50,2
22644,250,2
22645,72,3
22646,50,4
22647,35,2
22648,90,2
22649,325,5
22650,79,9
22651,180,1
22652,129,30
22653,125,1
22654,160,3
22655,100,2
22656,110,40
22657,278,5
22658,100,1
22659,350,3
22660,200,1
22661,39,2
22662,99,2
22663,110,30
22664,250,3
22665,199,4
22666,150,3
22667,55,1
22668,60,1
22669,65,5
22670,45,1
22671,150,30
22672,50,1
22673,250,1
22674,120,14
22675,54,2
22676,150,30
22677,100,1
22678,130,3
22679,95,4
22680,36,30
22681,115,2
22682,199,30
22683,195,2
22684,350,1
22685,72,3
22686,145,10
22687,48,1
22688,35,20
22689,42,2
22690,225,1
22691,149,7
22692,75,2
22693,46,1
22694,100,2
22695,130,4
22696,150,2
22697,145,2
22698,95,2
22699,49,2
22700,220,30
22701,200,30
22702,150,1
22703,30,1
22704,187,2
22705,85,28
22706,54,2
22707,175,2
22708,38,2
22709,53,3
22710,145,4
22711,173,2
22712,150,3
22713,89,110
22714,200,2
22715,120,2
22716,54,2
22717,50,1
22718,45,14
22719,59,15
22720,149,3
22721,142,4
22722,120,2
22723,70,2
22724,200,1
22725,299,2
22726,80,14
22727,60,2
22728,99,1
22729,60,14
22730,46,2
22731,60,2
22732,175,4
22733,75,14
22734,180,1
22735,70,1
22736,190,1
22737,60,2
22738,45,2
22739,450,1
22740,99,4
22741,37,30
22742,100,7
22743,197,3
22744,90,2
22745,188,2
22746,110,10
22747,175,7
22748,100,2
22749,295,1
22750,99,2
22751,70,1
22752,55,21
22753,65,1
22754,99,5
22755,60,1
22756,259,7
22757,159,30
22758,300,3
22759,210,3
22760,195,30
22761,96,1
22762,80,3
22763,160,31
22764,199,1
22765,35,30
22766,80,3
22767,35,1
22768,55,5
22769,207,2
22770,59,1
22771,75,1
22772,49,7
22773,115,2
22774,40,2
22775,33,1
22776,199,3
22777,93,30
22778,159,4
22779,150,3
22780,86,70
22781,75,1
22782,57,2
22783,200,30
22784,50,1
22785,120,2
22786,100,2
22787,90,31
22788,50,2
22789,100,3
22790,35,30
22791,94,2
22792,190,3
22793,86,3
22794,199,30
22795,55,2
22796,226,2
22797,186,30
22798,170,7
22799,100,2
22800,90,5
22801,50,1
22802,119,1
22803,110,6
22804,80,2
22805,64,7
22806,47,2
22807,100,2
22808,49,2
22809,100,1
22810,47,1
22811,150,3
22812,43,2
22813,165,4
22814,70,3
22815,49,2
22816,199,3
22817,90,2
22818,60,3
22819,125,2
22820,100,2
22821,80,14
22822,200,1
22823,50,5
22824,185,1
22825,37,7
22826,135,6
22827,50,1
22828,60,30
22829,40,7
22830,40,3
22831,85,3
22832,85,6
22833,165,2
22834,200,15
22835,10,1
22836,134,2
22837,60,1
22838,400,1
22839,124,1
22840,75,2
22841,106,2
22842,190,4
22843,80,5
22844,199,1
22845,60,7
22846,50,2
22847,78,3
22848,79,1
22849,75,4
22850,205,2
22851,50,7
22852,99,1
22853,44,3
22854,615,5
22855,260,2
22856,275,3
22857,75,30
22858,45,2
22859,42,4
22860,43,2
22861,200,2
22862,79,4
22863,70,10
22864,139,31
22865,100,4
22866,137,4
22867,175,5
22868,40,2
22869,300,4
22870,180,2
22871,180,2
22872,149,1
22873,58,1
22874,125,20
22875,235,1
22876,206,31
22877,199,5
22878,40,28
22879,120,3
22880,38,1
22881,100,2
22882,100,6
22883,175,4
22884,171,3
22885,169,4
22886,60,2
22887,94,2
22888,88,4
22889,65,4
22890,134,7
22891,419,3
22892,90,5
22893,140,3
22894,198,2
22895,78,2
22896,65,1
22897,65,2
22898,199,2
22899,99,2
22900,70,1
22901,75,2
22902,350,3
22903,75,1
22904,199,3
22905,30,30
22906,70,3
22907,120,1
22908,65,3
22909,295,2
22910,135,3
22911,67,7
22912,40,2
22913,70,2
22914,60,3
22915,109,1
22916,50,4
22917,99,2
22918,105,1
22919,45,2
22920,70,1
22921,150,5
22922,190,30
22923,150,2
22924,70,2
22925,349,2
22926,79,2
22927,70,3
22928,150,6
22929,232,30
22930,47,4
22931,45,1
22932,200,2
22933,278,2
22934,195,12
22935,109,1
22936,65,8
22937,80,1
22938,65,25
22939,100,1
22940,180,3
22941,299,4
22942,80,2
22943,105,2
22944,350,3
22945,45,1
22946,315,2
22947,79,4
22948,90,7
22949,215,2
22950,59,15
22951,200,2
22952,90,3
22953,545,1
22954,33,2
22955,125,30
22956,100,1
22957,275,2
22958,45,1
22959,199,6
22960,150,4
22961,125,30
22962,55,5
22963,168,1
22964,125,30
22965,150,2
22966,48,1
22967,85,14
22968,80,1
22969,43,1
22970,60,5
22971,60,3
22972,179,2
22973,156,31
22974,153,2
22975,76,1
22976,2000,6
22977,55,90
22978,145,1
22979,75,2
22980,65,4
22981,199,4
22982,150,4
22983,60,6
22984,70,3
22985,36,2
22986,210,3
22987,40,4
22988,140,1
22989,120,1
22990,95,3
22991,90,3
22992,2900,1
22993,199,4
22994,70,1
22995,169,5
22996,30,1
22997,140,3
22998,110,3
22999,30,1
23000,130,5
23001,99,2
23002,200,4
23003,170,1
23004,110,1
23005,100,1
23006,133,3
23007,75,2
23008,125,2
23009,325,2
23010,50,2
23011,50,365
23012,120,1
23013,50,1
23014,100,30
23015,45,3
23016,94,2
23017,60,5
23018,63,2
23019,175,3
23020,26,7
23021,45,30
23022,123,3
23023,185,3
23024,55,3
23025,133,7
23026,75,2
23027,450,3
23028,40,1
23029,90,3
23030,400,1
23031,62,3
23032,287,1
23033,200,1
23034,58,1
23035,325,3
23036,222,30
23037,130,5
23038,70,7
23039,44,2
23040,85,1
23041,85,1
23042,52,2
23043,60,1
23044,275,3
23045,75,2
23046,125,1
23047,475,7
23048,50,7
23049,80,1
23050,200,3
23051,70,1
23052,52,7
23053,150,2
23054,63,3
23055,100,7
23056,50,1
23057,69,1
23058,116,2
23059,44,1
23060,60,3
23061,180,1
23062,95,3
23063,70,7
23064,275,3
23065,195,3
23066,45,7
23067,135,3
23068,145,7
23069,160,2
23070,98,2
23071,80,1
23072,150,30
23073,60,1
23074,430,6
23075,128,1
23076,55,2
23077,60,1
23078,89,1
23079,60,2
23080,145,3
23081,97,4
23082,45,2
23083,50,7
23084,110,1
23085,65,7
23086,175,3
23087,80,4
23088,325,2
23089,126,20
23090,104,3
23091,150,2
23092,85,5
23093,45,2
23094,60,1
23095,120,2
23096,200,2
23097,235,30
23098,180,2
23099,160,3
23100,42,1
23101,135,30
23102,175,3
23103,164,2
23104,147,20
23105,120,2
23106,88,4
23107,120,30
23108,63,30
23109,114,7
23110,110,1
23111,60,3
23112,55,7
23113,165,4
23114,105,4
23115,150,3
23116,75,3
23117,150,3
23118,60,1
23119,90,31
23120,55,2
23121,150,2
23122,41,3
23123,115,1
23124,100,3
23125,155,2
23126,52,5
23127,80,4
23128,75,15
23129,150,2
23130,40,30
23131,95,2
23132,50,5
23133,158,3
23134,60,20
23135,50,2
23136,65,1
23137,44,2
23138,30,1
23139,184,1
23140,175,30
23141,300,2
23142,99,2
23143,137,5
23144,49,2
23145,75,7
23146,39,2
23147,59,5
23148,229,5
23149,825,3
23150,125,1
23151,39,1
23152,130,1
23153,500,1
23154,80,2
23155,125,2
23156,185,2
23157,225,30
23158,90,1
23159,150,30
23160,120,2
23162,65,5
23163,225,2
23164,100,7
23165,195,1
23166,69,5
23167,75,1
23168,150,2
23169,40,1
23170,200,3
23171,260,3
23172,60,3
23173,150,2
23174,254,1
23175,58,1
23176,295,3
23177,45,1
23178,50,3
23179,80,4
23180,80,1
23181,88,3
23182,150,30
23183,70,3
23184,98,1
23185,250,2
23186,238,3
23187,100,1
23188,265,2
23189,399,10
23190,55,1
23191,160,7
23192,350,5
23193,100,2
23194,184,30
23195,315,30
23196,250,3
23197,77,2
23198,180,29
23199,150,30
23200,150,5
23201,165,6
23202,125,3
23203,150,10
23204,51,3
23205,53,3
23206,95,1
23207,69,3
23208,195,30
23209,125,1
23210,299,2
23211,146,2
23212,55,3
23213,50,2
23214,65,2
23215,165,4
23216,41,30
23217,70,1
23218,55,2
23219,55,2
23220,250,2
23221,73,2
23222,63,3
23223,50,1
23224,183,30
23225,91,31
23226,250,2
23227,55,2
23228,85,2
23229,50,25
23230,150,7
23231,305,2
23232,80,5
23233,150,30
23234,64,1
23235,68,14
23236,31,1
23237,125,1
23238,275,3
23239,150,30
23240,70,3
23241,90,1
23242,130,1
23243,390,10
23244,160,31
23245,275,1
23246,43,1
23247,119,30
23248,50,5
23249,115,4
23250,73,1
23251,85,5
23252,89,1
23253,75,4
23254,160,30
23255,49,1
23256,10,3
23257,55,2
23258,119,2
23259,85,30
23260,350,1
23261,76,2
23262,46,1
23263,95,5
23264,79,4
23265,350,2
23266,205,2
23267,190,1
23268,120,2
23269,135,3
23270,111,90
23271,85,7
23272,80,1
23273,49,7
23274,51,2
23275,149,5
23276,55,1
23277,270,2
23278,49,3
23279,75,2
23280,55,21
23281,70,1
23282,54,1
23283,55,5
23284,142,2
23285,50,2
23286,50,1
23287,109,1
23288,100,1
23289,40,1
23290,100,1
23291,99,4
23292,125,2
23293,75,2
23294,350,3
23295,250,2
23296,79,30
23297,90,5
23298,80,2
23299,29,3
23300,85,4
23301,55,30
23302,150,3
23303,250,4
23304,50,1
23305,60,30
23306,60,1
23307,75,4
23308,175,30
23309,33,6
23310,175,30
23311,119,60
23312,148,30
23313,77,6
23314,118,3
23315,350,3
23316,170,3
23317,60,1
23318,105,2
23319,100,4
23320,50,2
23321,65,1
23322,245,3
23323,80,1
23324,155,1
23325,40,6
23326,50,1
23327,40,7
23328,254,2
23329,80,5
23330,299,2
23331,67,3
23332,110,2
23333,150,1
23334,75,7
23335,80,1
23336,800,3
23337,48,90
23338,52,6
23339,200,2
23340,37,2
23341,200,1
23342,45,2
23343,119,3
23344,60,2
23345,259,2
23346,55,5
23347,25,1
23348,90,2
23349,98,1
23350,149,1
23351,515,3
23352,137,4
23353,70,2
23354,60,4
23355,200,3
23356,50,2
23357,45,3
23358,125,2
23359,45,2
23360,45,2
23361,112,3
23362,55,1
23363,105,2
23364,175,3
23365,65,2
23366,96,2
23367,78,4
23368,120,3
23369,49,7
23370,66,2
23371,95,1
23372,43,3
23373,70,1
23374,265,2
23375,44,4
23376,35,2
23377,55,1
23378,100,2
23379,123,2
23380,100,3
23381,200,31
23382,50,1
23383,75,1
23384,225,3
23385,51,2
23386,45,7
23387,125,3
23388,88,1
23389,70,2
23390,55,2
23391,104,1
23392,90,2
23393,59,1
23394,55,7
23395,175,1
23396,1500,3
23397,199,2
23398,150,3
23399,145,3
23400,220,3
23401,105,10
23402,185,3
23403,45,3
23404,115,2
23405,90,6
23406,200,2
23407,160,2
23408,35,26
23409,200,1
23410,129,30
23411,1067,2
23412,120,12
23413,105,1
23414,36,2
23415,100,2
23416,74,4
23417,68,2
23418,122,1
23419,200,5
23420,85,1
23421,71,7
23422,50,1
23423,138,2
23424,39,2
23425,158,1
23426,195,1
23427,80,3
23428,38,2
23429,134,4
23430,70,2
23431,50,1
23432,60,2
23433,79,3
23434,150,6
23435,50,1
23436,46,1
23437,65,3
23438,51,1
23439,176,3
23440,60,3
23441,95,2
23442,60,1
23443,350,6
23444,125,1
23445,170,1
23446,350,2
23447,40,3
23448,42,8
23449,103,3
23450,165,3
23451,128,5
23452,250,2
23453,60,1
23454,109,2
23455,465,4
23456,100,1
23457,40,14
23458,45,30
23459,85,3
23460,85,2
23461,225,3
23462,65,5
23463,55,6
23464,59,3
23465,225,2
23466,200,5
23467,200,3
23468,55,1
23469,180,2
23470,115,30
23471,185,2
23472,50,3
23473,218,4
23474,99,1
23475,70,1
23476,99,2
23477,100,3
23478,150,4
23479,35,1
23480,75,2
23481,250,1
23482,78,2
23483,250,4
23484,117,7
23485,179,3
23486,1599,30
23487,49,2
23488,85,1
23489,80,2
23490,350,2
23491,100,5
23492,125,6
23493,65,21
23494,80,1
23495,220,3
23496,100,2
23497,300,2
23498,40,7
23499,389,6
23500,45,14
23501,90,30
23502,60,10
23503,49,2
23504,51,1
23505,125,1
23506,52,1
23507,110,3
23508,38,4
23509,60,5
23510,55,6
23511,119,3
23512,121,5
23513,89,2
23514,60,7
23515,80,4
23516,60,2
23517,90,20
23518,115,30
23519,350,3
23520,85,1
23521,55,1
23522,61,2
23523,95,6
23524,35,2
23525,150,3
23526,350,7
23527,48,3
23528,165,2
23529,45,8
23530,200,2
23531,75,1
23532,279,2
23533,300,2
23534,400,1
23535,80,1
23536,125,10
23537,28,1
23538,140,2
23539,101,2
23540,43,2
23541,424,21
23542,80,1
23543,170,3
23544,60,3
23545,1000,1
23546,125,5
